,distance,position
1,46.28921890258789,2132
2,31.082029342651367,84
3,27.377559661865234,0
4,34.026676177978516,54
5,23.003034591674805,1
6,27.36316680908203,1
7,21.96017074584961,0
8,27.721481323242188,0
9,46.1473388671875,2430
10,29.468517303466797,0
11,18.52059555053711,3
12,31.265850067138672,64
13,32.39026641845703,33
14,26.179000854492188,0
15,41.67310333251953,291
16,27.335166931152344,20
17,26.949295043945312,41
18,23.02223014831543,1
19,26.00832748413086,1
20,29.046035766601562,12
21,25.78499412536621,5
22,22.017045974731445,1
23,43.677642822265625,34
24,28.917739868164062,11
25,37.59659194946289,514
26,36.25810241699219,133
27,47.08448791503906,989
28,33.88873291015625,136
29,18.859107971191406,0
30,30.438762664794922,3
31,28.663583755493164,130
32,28.663583755493164,130
33,26.859882354736328,0
34,33.5360221862793,17
35,37.29940414428711,49
36,27.581768035888672,0
37,26.834339141845703,6
38,46.442874908447266,766
39,,-1
40,,-1
41,22.04045295715332,1
42,26.255285263061523,84
43,33.55980682373047,1261
44,25.841205596923828,30
45,33.89222717285156,42
46,32.5478630065918,13
47,30.097814559936523,7
48,23.89574432373047,1
49,32.98188781738281,3
50,29.94261360168457,17
51,33.99613952636719,702
52,24.73482322692871,4
53,33.62523651123047,579
54,35.31482696533203,417
55,29.100688934326172,80
56,25.549114227294922,59
57,41.25714111328125,117
58,28.695899963378906,12
59,16.84758758544922,0
60,25.717893600463867,4
61,28.334890365600586,5
62,,-1
63,29.588397979736328,1
64,27.139223098754883,5
65,39.063926696777344,881
66,35.423362731933594,10
67,30.238306045532227,8
68,32.25590133666992,16
69,18.05138397216797,0
70,28.163496017456055,25
71,22.555389404296875,0
72,37.07646942138672,23
73,31.98123550415039,16
74,35.84254837036133,15
75,27.840852737426758,86
76,25.425247192382812,15
77,30.52239418029785,3
78,31.659379959106445,46
79,32.6142692565918,21
80,27.663888931274414,0
81,29.413578033447266,2
82,24.727149963378906,2
83,28.266098022460938,0
84,25.468229293823242,1
85,29.465368270874023,2
86,32.62493133544922,4
87,35.3153190612793,39
88,30.26409149169922,38
89,29.731441497802734,127
90,33.24276351928711,119
91,28.51087760925293,8
92,31.497661590576172,43
93,35.0123291015625,107
94,33.688201904296875,831
95,30.885793685913086,4
96,27.637773513793945,1
97,30.885793685913086,4
98,35.933284759521484,9
99,30.885793685913086,4
100,30.269227981567383,3
101,30.789165496826172,16
