,distance,position
1,0.9212875962257385,0
2,1.0749201774597168,66
3,1.0749201774597168,66
4,0.757429301738739,1
6,0.9362922310829163,1
7,1.0041695833206177,8
9,0.8590099215507507,2
10,0.8418452143669128,2
11,1.2580114603042603,144
12,0.9126497507095337,7
13,0.9803776741027832,28
14,1.004688024520874,16
15,1.2046550512313843,85
16,0.8846651315689087,0
17,1.2855626344680786,38
18,1.2169324159622192,104
19,1.086721658706665,108
20,0.9853413105010986,36
21,1.2106025218963623,124
22,1.2695358991622925,6
23,0.959158182144165,7
24,1.2248870134353638,24
25,1.2689294815063477,261
26,0.9787577390670776,63
27,1.0966614484786987,11
28,0.8087255954742432,0
29,1.083568811416626,4
30,1.189394474029541,0
31,1.1169493198394775,1
32,1.1144838333129883,327
33,0.8662266731262207,4
34,0.8250905275344849,6
35,0.8993170261383057,67
38,0.602965772151947,0
39,0.44513967633247375,0
41,1.2366969585418701,62
43,1.1316914558410645,70
44,1.2015031576156616,290
46,0.8458637595176697,3
47,0.7266338467597961,0
48,1.2372515201568604,88
49,0.9680013656616211,1
50,0.9719938039779663,0
51,0.8379721641540527,0
52,1.383332371711731,112
53,1.0525639057159424,2
54,1.1886155605316162,367
55,1.1284981966018677,96
56,1.1583361625671387,32
57,1.1183775663375854,16
58,1.18342125415802,283
59,1.1342315673828125,396
60,0.8342422842979431,0
61,1.2086869478225708,23
62,0.8737607002258301,0
63,0.6060264110565186,0
64,0.6875841617584229,1
65,0.864025354385376,11
66,1.1413040161132812,0
67,1.1406049728393555,0
68,1.2719255685806274,378
70,0.8589385747909546,0
71,0.9101499319076538,6
72,0.9167575836181641,2
74,1.222489833831787,261
75,1.1097192764282227,123
76,0.7404885292053223,0
77,1.265611171722412,8
78,1.3489633798599243,242
80,0.8695054054260254,0
81,0.6512112617492676,0
82,0.8318806886672974,0
83,0.8864399194717407,0
84,0.6675192713737488,0
85,0.7790747284889221,4
86,0.6787582039833069,0
87,0.9750900268554688,0
88,0.7641155123710632,2
89,0.6409115195274353,0
90,0.7685853242874146,0
91,0.8371500372886658,0
92,0.6016392111778259,0
93,0.8475440740585327,0
94,0.7510972023010254,0
95,1.2691603899002075,51
96,0.6769872307777405,0
97,1.5033247470855713,927
98,1.2526590824127197,295
99,1.0527615547180176,135
100,1.1929067373275757,58
103,0.7190751433372498,0
104,0.5978713035583496,0
105,1.45449960231781,829
106,0.7903338074684143,0
107,1.0125457048416138,1
109,1.0003389120101929,0
110,1.4012117385864258,67
111,1.2334883213043213,86
112,1.2424061298370361,88
113,1.2409758567810059,234
115,1.2482285499572754,219
116,0.9779981970787048,5
117,0.9522687792778015,0
118,1.22011137008667,26
119,1.0590007305145264,0
120,1.021522045135498,0
121,1.1017671823501587,57
122,1.0179827213287354,0
123,1.045912265777588,11
124,1.2793629169464111,47
125,1.4296108484268188,423
126,0.934100329875946,0
127,0.9353852272033691,1
128,1.2684217691421509,481
129,0.4508128762245178,0
130,1.1993496417999268,161
131,1.125990629196167,0
132,0.9766954779624939,8
134,0.9650657176971436,0
135,1.2321090698242188,2
136,0.826198399066925,2
137,0.7660456895828247,0
138,0.8437288403511047,0
139,0.6851416230201721,0
140,0.9447401762008667,3
142,1.081296682357788,16
143,0.9417951703071594,4
144,0.9683709740638733,5
145,0.5089728236198425,0
147,1.3162543773651123,4
149,1.3139983415603638,1194
150,1.001028060913086,23
