,distance,position
1,59.84379577636719,4220
2,33.993263244628906,15
3,42.21733093261719,0
4,29.049161911010742,6
5,34.9370002746582,1
6,59.06218719482422,33
7,27.9910831451416,1
8,34.23735046386719,1
9,57.50577163696289,601
10,39.353939056396484,0
11,25.592830657958984,0
12,32.617027282714844,14
13,46.11133575439453,63
14,36.650482177734375,0
15,46.13080596923828,61
16,33.273216247558594,11
17,32.98223876953125,98
18,28.98621368408203,1
19,35.47337341308594,3
20,38.265235900878906,59
21,37.949562072753906,29
22,25.040573120117188,13
23,43.23495864868164,8
24,31.27798843383789,5
25,49.77568054199219,2462
26,45.942115783691406,14
27,58.211585998535156,2578
28,42.64491271972656,126
29,21.281644821166992,0
30,44.44519805908203,175
31,43.95000457763672,960
32,43.95000457763672,960
33,32.48480987548828,1
34,34.52443313598633,2
35,40.05351638793945,8
36,25.752723693847656,0
37,22.652835845947266,0
38,58.88584899902344,713
39,54.49555969238281,1159
40,54.23589324951172,3986
41,35.430816650390625,11
42,38.89641571044922,256
43,43.443946838378906,1759
44,33.890281677246094,24
45,31.086776733398438,5
46,29.904619216918945,2
47,39.24775695800781,13
48,30.158756256103516,0
49,38.57343292236328,32
50,33.46844482421875,6
51,37.632911682128906,849
52,29.761398315429688,1
53,40.31142044067383,450
54,42.612144470214844,92
55,32.666786193847656,94
56,21.141529083251953,0
57,44.776649475097656,12
58,32.349796295166016,13
59,24.857336044311523,8
60,39.61283874511719,51
61,43.785640716552734,92
62,42.16459655761719,323
63,27.840124130249023,0
64,27.017520904541016,3
65,35.740577697753906,2
66,61.16404724121094,978
67,68.12528991699219,466
68,64.4218521118164,255
69,18.673946380615234,0
70,45.48932647705078,213
71,26.960325241088867,0
72,43.43037796020508,4
73,37.84834289550781,7
74,37.752891540527344,0
75,38.48792266845703,73
76,45.113311767578125,27
77,58.84512710571289,384
78,58.19023895263672,1496
79,60.91529083251953,505
80,46.718101501464844,60
81,52.33152389526367,33
82,46.738014221191406,34
83,47.60088348388672,55
84,42.08320236206055,7
85,50.851806640625,34
86,44.7485237121582,61
87,43.37141799926758,10
88,42.565773010253906,8
89,56.85846710205078,1261
90,58.016300201416016,1136
91,50.967742919921875,104
92,40.99209213256836,33
93,48.310020446777344,231
94,,-1
95,52.86711502075195,39
96,56.09951400756836,471
97,52.86711502075195,39
98,48.399620056152344,24
99,52.86711502075195,39
100,51.613704681396484,44
101,41.58115768432617,24
